year,region,technology,spore,capacity_gw
2030,Denmark,Heat pump,100,0.0
2030,Denmark,Heat pump,206,5.853736563289761
2030,Denmark,Heat pump,255,3.5234577707617363
2030,Denmark,Heat pump,263,0.9588647037159854
2030,Denmark,Heat pump,328,5.328997116149828
2030,Denmark,Heat pump,345,3.758042879460766
2030,Denmark,Heat pump,431,0.0005395607911400714
2030,Estonia,Boiler,0,0.0009428235040550736
2030,Estonia,Boiler,21,0.0008624418677835925
2030,Estonia,Boiler,32,0.022900705891831092
2030,Estonia,Boiler,77,0.9572409458715807
2030,Estonia,Boiler,100,0.2705426579330528
2030,Estonia,Boiler,206,0.0
2030,Estonia,Boiler,255,1.0949893153803094
2030,Estonia,Boiler,263,0.2944669522711194
2030,Estonia,Boiler,328,0.0007344947723230594
2030,Estonia,Boiler,345,0.26693554870323877
2030,Estonia,Boiler,431,0.0005490051900452612
2030,Estonia,CHP,0,0.010051970532324985
2030,Estonia,CHP,21,0.008819671523318601
2030,Estonia,CHP,32,0.016873345520410792
2030,Estonia,CHP,77,0.029708409894108712
2030,Estonia,CHP,100,0.04538102220408362
2030,Estonia,CHP,206,0.00977323311107839
2030,Estonia,CHP,255,0.0027398337342234083
2030,Estonia,CHP,263,0.2861824830123159
2030,Estonia,CHP,328,0.008058624606904834
2030,Estonia,CHP,345,0.19400164339374038
2030,Estonia,CHP,431,0.01838735735779494
2030,Estonia,Electric heater,0,0.00046221305772292415
2030,Estonia,Electric heater,21,0.00028198213289021523
2030,Estonia,Electric heater,32,0.23826500258198197
2030,Estonia,Electric heater,77,0.00011876464811021867
2030,Estonia,Electric heater,100,0.0
2030,Estonia,Electric heater,206,0.0
2030,Estonia,Electric heater,255,0.0
2030,Estonia,Electric heater,263,0.0
2030,Estonia,Electric heater,328,0.0009297755031243511
2030,Estonia,Electric heater,345,0.03919326144662332
2030,Estonia,Electric heater,431,1.052883018338742
2030,Estonia,Heat pump,0,0.8425637257866659
2030,Estonia,Heat pump,21,0.20113508629850685
2030,Estonia,Heat pump,32,0.5531297829766421
2030,Estonia,Heat pump,77,0.5094120465964286
2030,Estonia,Heat pump,100,0.0
2030,Estonia,Heat pump,206,1.7918223339152533
2030,Estonia,Heat pump,255,0.5695534707075197
2030,Estonia,Heat pump,263,0.0038103377235700186
2030,Estonia,Heat pump,328,1.6433282382403998
2030,Estonia,Heat pump,345,0.14906056317552435
2030,Estonia,Heat pump,431,0.0002286526392156066
2030,Finland,Boiler,0,0.0010839415590797592
2030,Finland,Boiler,21,0.0021965042198378694
2030,Finland,Boiler,32,0.20475129994898023
2030,Finland,Boiler,77,1.2876058100571939
2030,Finland,Boiler,100,1.112632360492842
2030,Finland,Boiler,206,0.0
2030,Finland,Boiler,255,2.986202024340227
2030,Finland,Boiler,263,0.5596601977401964
2030,Finland,Boiler,328,0.002931031711134263
2030,Finland,Boiler,345,0.5156496211954114
2030,Finland,Boiler,431,3.8506664705288154
2030,Finland,CHP,0,0.16739699888704848
2030,Finland,CHP,21,0.08044635952294733
2030,Finland,CHP,32,0.05975915779441238
2030,Finland,CHP,77,0.1554484932701767
2030,Finland,CHP,100,0.35484350436700823
2030,Finland,CHP,206,0.08412801999605322
2030,Finland,CHP,255,0.0722993542378005
2030,Finland,CHP,263,5.547174836003511
2030,Finland,CHP,328,0.02630222230655948
2030,Finland,CHP,345,4.051765776485737
2030,Finland,CHP,431,0.05971830350301652
2030,Finland,Electric heater,0,0.0005888324952040761
2030,Finland,Electric heater,21,9.887810755600059e-05
2030,Finland,Electric heater,32,0.5230650401560523
2030,Finland,Electric heater,77,0.0005194566910275046
2030,Finland,Electric heater,100,0.0
2030,Finland,Electric heater,206,0.0
2030,Finland,Electric heater,255,0.029725471044980044
2030,Finland,Electric heater,263,0.0
2030,Finland,Electric heater,328,0.0002245348808521672
2030,Finland,Electric heater,345,0.06134330446374425
2030,Finland,Electric heater,431,1.1993862072643116
2030,Finland,Heat pump,0,6.391385729291721
2030,Finland,Heat pump,21,7.743301984521086
2030,Finland,Heat pump,32,7.622418468055619
2030,Finland,Heat pump,77,1.659653744749284
2030,Finland,Heat pump,100,0.0
2030,Finland,Heat pump,206,6.5323888867074
2030,Finland,Heat pump,255,8.056578383961465
2030,Finland,Heat pump,263,0.6211535678024234
2030,Finland,Heat pump,328,1.7597797632129937
2030,Finland,Heat pump,345,0.39301216678677064
2030,Finland,Heat pump,431,0.0018574421902815643
2030,France,Boiler,0,0.013986807399435804
2030,France,Boiler,21,0.007607638460157085
2030,France,Boiler,32,1.4576652481090078
2030,France,Boiler,77,0.6692943135152215
2030,France,Boiler,100,38.87135376100106
2030,France,Boiler,206,0.0
2030,France,Boiler,255,1.9296221856908171
2030,France,Boiler,263,11.082272230551146
2030,France,Boiler,328,0.01994881001331065
2030,France,Boiler,345,7.882607033821538
2030,France,Boiler,431,2.527357146620042
2030,France,CHP,0,0.40356553124941263
2030,France,CHP,21,0.31485428917132663
2030,France,CHP,32,0.3072953655703032
2030,France,CHP,77,0.4037932580191852
